일시	지점	일최저체감온도(°C)	일최고기온(°C)	일평균기온(°C)	일최저기온(°C)	일평균상대습도(%)	일평균풍속(m/s)	일최대풍속(m/s)	한파특보(O/X)	한파영향예보(단계)	동파가능지수(03h)(단계)	동파가능지수(06h)(단계)	동파가능지수(09h)(단계)	동파가능지수(12h)(단계)	동파가능지수(15h)(단계)	동파가능지수(18h)(단계)	동파가능지수(21h)(단계)	동파가능지수(24h)(단계)
2024-01-08	안산(545)	-11.8	0	-5.7	-12.5	69	.4	1.8	X	 								
2024-01-08	경기광주(546)	-16	-.5	-6.1	-12.8	47	.9	2.4	X	관심								
2024-01-08	여주(548)	-14.4	-.3	-5.8	-11.3	57	.9	1.9	X	관심								
2024-01-08	용인(549)	-14.8	.1	-5.9	-12.2	58	.8	2.4	X	관심								
2024-01-08	오산(550)	-12.5	.2	-5.3	-11.4	61	.8	3.1	X	 								
2024-01-08	평택(551)	-12.4	-.2	-4.5	-9.6	55	1.2	3.2	X	관심								
2024-01-08	화천(555)	-18.6	-.6	-6.4	-13.1	57	1.6	3.3	주의보	주의								
2024-01-08	양구(556)	-15.8	-.2	-6.6	-13.8	52	1.2	3.9	주의보	주의								
2024-01-08	시흥(565)	-13.7	-.5	-5.4	-11.9	70	.7	3.8	X	 								
2024-01-08	구리(569)	-13.5	0	-4.7	-10.5	50	1.2	2.9	X	 								
2024-01-08	화성(571)	-12	-.7	-4.5	-10.3	60	.9	2.7	X	 								
2024-01-08	성남(572)	-12.1	-.4	-4.9	-10.2	43	.5	1.9	X	 								
2024-01-08	과천(590)	-12.6	.7	-5.1	-11.5	63	.8	2.9	X	관심								
2024-01-08	양주(598)	-16.2	-.8	-6.8	-13.5	67	.8	3.1	X	관심								
2024-01-08	단양(601)	-14.3	1.4	-6.2	-12	62	.8	3	X	관심								
2024-01-08	진천(602)	-14.3	1.7	-4.8	-10.1	57	1.2	2.9	X	관심								
2024-01-08	괴산(603)	-12.4	.5	-6.8	-12.7	69	.6	2.9	주의보	주의								
2024-01-08	옥천(604)	-10.1	2	-4.8	-10.3	62	.5	2.1	주의보	주의								
2024-01-08	홍북(608)								X	관심								
2024-01-08	공주(612)	-11.7	1.6	-4.3	-10.3	64	.8	2.3	주의보	주의								
2024-01-08	서천(614)	-9.9	1.2	-3.4	-7.1	76	1.1	2.9	X	관심								
2024-01-08	논산(615)	-10.5	2.1	-4	-9		.9	2.5	X	관심								
2024-01-08	당진(616)	-10.9	.6	-4.3	-9.6	64	.8	2.3	X	관심								
2024-01-08	청양(618)	-9.5	1.2	-5.4	-11.1	73	.4	2.4	X	관심								
2024-01-08	음성(619)	-14.1	.3	-6.1	-12	61	1.2	4.4	X	관심								
2024-01-08	증평(623)	-11.6	.7	-5	-10.6	54	.8	2.7	주의보	주의								
2024-01-08	태안(627)	-10.3	1.8	-3	-7.8	66	1.3	3.1	X	관심								
2024-01-08	예산(628)	-11.1	.2	-4	-8.9	67	1.1	2.6	X	관심								
2024-01-08	아산(634)	-13	-.6	-4.5	-9.4	59	1.4	3.9	X	관심								
2024-01-08	계룡(636)	-13.1	1.2	-5.8	-12.3	70	.6	2.9	주의보	주의								
2024-01-08	연천청산(652)	-13.4	-.7	-6.1	-12.5	64	.7	2.4	주의보	주의								
2024-01-08	양양(670)	-11.5	4.3	-1.2	-5.9	26	3.7	7.7	X	 								
2024-01-08	무안(699)	-9.5	3.4	-1.8	-5.8	73	1.6	3.5	X	 								
2024-01-08	무주(701)	-12.9	2.9	-4.9	-11.3	62	1	2.8	주의보	주의								
2024-01-08	익산(702)	-9.9	2.3	-3.1	-7.8	59	1.1	3.5	X	관심								
2024-01-08	진안(703)	-12.9	2.2	-5.5	-11.8	58	1.1	3.3	주의보	주의								
2024-01-08	담양(706)	-10.6	4.8	-2	-7.8	74	1.3	3.3	주의보	주의								
2024-01-08	구례(709)	-10.9	5.7	-2	-7.9	57	1.5	6.3	주의보	주의								
2024-01-08	나주(710)	-10.1	4.4	-1.9	-7.1	77	1	2.6	X	관심								
2024-01-08	순천시(712)	-10	5.2	-.8	-6.5	53	1.9	4.7	X	관심								
2024-01-08	광양읍(713)	-8.1	6.6	-1.2	-7.6	45	1.1	3.4	X	 								
2024-01-08	장성(730)	-9.6	4.5	-2.3	-7.5	69	.8	2.3	X	관심								
2024-01-08	영암(731)	-8.1	4.2	-2.5	-7.3	78	.9	3.2	X	 								
2024-01-08	보성(732)	-9.3	5.3	-2.6	-8.2	66	.9	4.1	X	관심								
2024-01-08	완주(734)	-11.5	2.8	-3.9	-9.2	65	1.3	3.3	X	관심								
2024-01-08	김제(737)	-11.5	1.8	-2.7	-7.1	59	1.9	3.2	X	 								
2024-01-08	화순(741)	-10.4	5.9	-2.3	-8.4	66	1.3	4.1	주의보	주의								
2024-01-08	함평(754)	-9.4	4.1	-1.9	-6.9	79	1.4	3.6	X	관심								
2024-01-08	곡성(768)	-9.9	4.9	-3.6	-9.5	71	.7	2.3	주의보	주의								
2024-01-08	압해도(789)	-4.9	4.1	.3	-3.3	68	2.1	5.1	주의보	주의								
2024-01-08	영양(801)	-14.9	1.2	-6.2	-13.2	58	1.3	3.7	주의보	주의								
2024-01-08	성주(810)	-11.6	5.2	-4	-10.4	56	.7	2.5	주의보	주의								
2024-01-08	고령(812)	-10.5	4.5	-4.9	-11	61	.5	1.9	X	관심								
2024-01-08	청도(813)	-14.1	5.8	-3.9	-10.8	56	1.1	3.1	X	관심								
2024-01-08	예천(815)	-12.7	2.4	-5.2	-11.1	50	.7	2.4	X	관심								
2024-01-08	김천(822)	-12.7	4.7	-4.1	-11.5	49	1	4.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	군위(823)	-13.1	3	-5.1	-10.8	65	.9	2.8	주의보	주의								
2024-01-08	칠곡(825)	-11.1	3.8	-2.9	-7.8	57	1	2.5	주의보	주의								
2024-01-08	경산(827)	-9	4.1	-2.5	-8.1	41	1	3.2	주의보	관심								
2024-01-08	삼척(876)	-11.4	4.9	-.6	-6.2	25	2.5	4.1	X	 								
2024-01-08	속초(90)	-12.5	3.4	-2.5	-9.2	30.8	1.6	4.6	X	관심								
2024-01-08	삼천포(907)	-7	4.5	.4	-5.1	45	1.7	3.2	X	 								
2024-01-08	고성(918)	-12.1	4.4	-2.5	-8.3	57	1.7	4.7	X	관심								
2024-01-08	창녕(919)	-12.4	5.1	-3.5	-9.7	58	.7	1.8	X	 								
2024-01-08	함안(920)	-13.1	5.9	-3.8	-10.3	61	1	2	X	관심								
2024-01-08	북춘천(93)	-14.7	-1.3	-6.4	-12.7	47.4	.8	2.9	X	관심								
2024-01-08	하동(932)	-10.2	6.1	-1.6	-7.6	58	1	2.8	주의보	주의								
2024-01-08	철원(95)	-15.3	-1.6	-7	-13.9	59.5	1	2.5	주의보	주의								
2024-01-08	동두천(98)	-14.2	-.3	-6	-12.4	56.4	.8	2.9	X	관심								
2024-01-08	파주(99)	-15.6	-1.5	-6.9	-13.9	71.1	.7	2.5	X	관심								
2024-01-09	북강릉(104)	-4.9	5.4	1.7	-3.3	63	.7	1.6	X	 								
2024-01-09	동해(106)	-2.7	7	3.7	-1.2	54.8	1	2.5	X	 								
2024-01-09	서울(108)	-5.2	.4	-.6	-1.9	84	2	3	X	 								
2024-01-09	인천(112)	-6.2	1.2	-.3	-2.5	84.9	1.9	3.8	X	 								
2024-01-09	원주(114)	-5.4	0	-1.3	-3.7	76	.3	1.4	X	 								
2024-01-09	울릉도(115)	-2.1	6.3	3.7	1.3	74.3	2.6	5.8	X	 								
2024-01-09	수원(119)	-4.5	.5	-.4	-2.5	83.1	.9	2.2	X	 								
2024-01-09	영월(121)	-8.6	.2	-2	-6.7	81.1	.2	1.2	X	 								
2024-01-09	충주(127)	-7	-.2	-2	-6.9	77.3	.2	1.3	X	 								
2024-01-09	서산(129)	-4.2	3.4	1.2	-4.1	85.4	1.1	2.5	X	 								
2024-01-09	울진(130)	-6	6	1.9	-2.4	59.3	2.8	6.2	X	 								
2024-01-09	청주(131)	-4.2	2.2	-.1	-3.1	72.9	.9	2.5	X	 								
2024-01-09	대전(133)	-5.9	6.9	.8	-3.9	69.5	1	3.5	X	 								
2024-01-09	추풍령(135)	-9.6	3.7	-.9	-6.1	67.1	.9	4.3	X	 								
2024-01-09	안동(136)	-8.3	-.6	-3	-8	75.9	.4	1.3	X	관심								
2024-01-09	상주(137)	-7.2	1.4	-.7	-3.3	69.3	1	3.2	X	 								
2024-01-09	포항(138)	-5.3	8.8	3.3	-1.5	48.8	2.3	3.7	X	 								
2024-01-09	군산(140)	-5.8	6.1	1.6	-3.1	77.3	1.4	3.4	X	 								
2024-01-09	대구(143)	-8.3	5.7	.2	-5.6	60.1	1	2.5	X	 								
2024-01-09	전주(146)	-4	7.2	2.9	-2.3	73	1.3	2.9	X	 								
2024-01-09	울산(152)	-6.6	7.1	2.2	-3	52.4	1.8	4.1	X	 								
2024-01-09	창원(155)	-5.3	4.8	1	-3.7	54.1	.8	3.1	X	 								
2024-01-09	광주(156)	-3.5	6.2	2.2	-2	77.4	.5	1.7	X	 								
2024-01-09	부산(159)	-4.4	6.6	3.8	-.3	52.3	2.8	6.8	X	 								
2024-01-09	통영(162)	-4.6	5.2	2.6	-1.7	70.1	1.4	4.1	X	 								
2024-01-09	목포(165)	-5.2	5.9	2.8	-1.3	78.4	2.3	6	X	 								
2024-01-09	여수(168)	-3.6	5	2.7	-.6	72.9	1.8	4.8	X	 								
2024-01-09	흑산도(169)	-.3	9.5	6.7	2.7	90	4.2	13.6	X	 								
2024-01-09	완도(170)	-3.5	5.7	3.1	-1.8	89.9	.8	2.9	X	 								
2024-01-09	고창(172)	-7.5	6.5	1.6	-4.7	82.9	1.7	7.4	X	 								
2024-01-09	제주(184)	.7	11.7	8.8	3.2	67.4	2.4	5.2	X	 								
2024-01-09	진주(192)	-7.4	4.3	-.7	-6.8	73.5	.3	1	X	 								
2024-01-09	양평(202)	-5.7	-.8	-2	-3.5	79.8	.6	1.7	X	 								
2024-01-09	이천(203)	-4.8	-1.4	-2.4	-3.8	85.4	.3	1.1	X	 								
2024-01-09	인제(211)	-7.6	.3	-1.2	-3.3	79.4	1.1	3.5	X	 								
2024-01-09	홍천(212)	-4.6	-1	-2.6	-4.9	82.4	.1	.8	X	 								
2024-01-09	태백(216)	-12.2	1.8	-1.8	-7.6	73.6	1.2	3.7	X	 								
2024-01-09	정선군(217)	-11.6	.6	-2.1	-8.5	73	1.1	3.5	X	 								
2024-01-09	제천(221)	-6.2	-1.2	-2.9	-7.5	83.5	.1	.9	X	 								
2024-01-09	보은(226)	-6.2	4.1	-.5	-6.2	80.6	.4	1.7	X	 								
2024-01-09	천안(232)	-5.2	1.5		-5.3		1	2.4	X	 								
2024-01-09	보령(235)	-4.1	8.1	2.6	-1.8	76.1	1.8	3.9	X	 								
2024-01-09	부여(236)	-3.2	6.7	1.2	-3.9	79.3	.6	2.5	X	 								
2024-01-09	금산(238)	-6.7	6.6	.4	-5.8	79.1	.5	1.9	X	 								
2024-01-09	세종(239)	-6	4	0	-4	77.1	.6	2.5	X	 								
2024-01-09	부안(243)	-3.7	7.2	2.7	-2	80.9	1.3	3.6	X	 								
2024-01-09	임실(244)	-5.7	4.6	.3	-6.2	79.9	.5	1.8	주의보	 								
2024-01-09	정읍(245)	-3.7	7.1	2.4	-3.2	77.9	.9	4.1	X	 								
2024-01-09	남원(247)	-7.9	3.1	-.6	-5.5	77.3	.7	2.2	X	 								
2024-01-09	장수(248)	-7.7	5.5	-.3	-7.3	83.5	.7	3.2	X	 								
2024-01-09	영광군(252)	-4.6	6.4	2.2	-4.2	78.3	.9	4.1	X	 								
2024-01-09	김해시(253)	-6.7	5.5	1	-3.2	56.6	1.1	3.5	X	 								
2024-01-09	순창군(254)	-7.8	4.2	-.2	-5.4	80.6	.6	1.8	X	 								
2024-01-09	양산시(257)	-6	6	1.9	-3.6	61.4	1.4	2.6	X	 								
2024-01-09	강진군(259)	-5.4	4.8	1.1	-4.4	90.6	.4	1.9	X	 								
2024-01-09	장흥(260)	-5.9	4.1	.9	-5.8	90.5	.6	2.7	X	관심								
2024-01-09	해남(261)	-6.2	7.7	2.4	-4.8	91.1	.5	2.9	X	 								
2024-01-09	고흥(262)	-2.2	5	2.1	-3.8	88.4	.5	1.9	X	 								
2024-01-09	의령군(263)	-9.4	4.8	-1.2	-7.8	84	.7	2.1	X	관심								
2024-01-09	함양군(264)	-7.7	6.1	.1	-4.9	67.8	.7	2.6	X	 								
2024-01-09	진도군ASOS(268)	-6.2	8.5	3.1	-3.9	90.6	.9	2.8	X	 								
2024-01-09	봉화(271)	-11.1	1.5	-2	-7	81.9	.8	2.8	X	 								
2024-01-09	영주(272)	-9.8	-1.3	-2.8	-5.5	78.9	1.1	5.7	X	 								
2024-01-09	문경(273)	-6.9	.4	-1.8	-5.2	81.8	.4	1.7	X	 								
2024-01-09	청송군(276)	-11.3	1.7	-3.1	-9.7	75	.8	2.5	X	 								
2024-01-09	영덕(277)	-6.9	4.8	1.1	-4.4	59.3	1	5.1	X	 								
2024-01-09	의성(278)		4	-1.9	-9.9	73.6	.3	1.9	X	관심								
2024-01-09	구미(279)	-5.8	4.3	0	-5.7	60.8	.3	1.1	X	 								
2024-01-09	영천(281)	-8.4	6	-.6	-7.5	63.9	.8	2.9	X	 								
2024-01-09	경주시(283)	-9.5	8.5	.4	-6.7	54.8	1.4	3.7	X	 								
2024-01-09	거창(284)	-9	5.1	-1.3	-8.4	73.8	.2	1.4	X	 								
2024-01-09	합천(285)	-7.1	6.4	-.5	-6.6	66.6	.2	1.8	X	 								
2024-01-09	밀양(288)	-6.7	4.1	-1.1	-6.6	62.9	.2	1.3	X	 								
2024-01-09	산청(289)	-7.6	4.4	-1.3	-6.9	68.5	.5	1.8	X	 								
2024-01-09	거제(294)	-2.2	6.7	3.1	-1.9	70.6	.5	2.1	X	 								
2024-01-09	남해(295)	-3.6	3.3	1.3	-2.3	76.9	.7	1.8	X	 								
2024-01-09	부천(433)	-4.8	.7	-1	-2.4	83	.5	2.2	X	 								
2024-01-09	안양(434)	-3.9	1.4	.2	-1.3		.3	2.7	X	 								
2024-01-09	광명(437)	-2.8	1.9	.6	-.8	81	.9	2.2	X	 								
2024-01-09	군포(438)	-3.2	1.7	-.3	-2	81	.6	1.4	X	 								
2024-01-09	김포(441)		.9	-.4	-2.2		.7	2.2	X	 								
2024-01-09	하남(444)	-3.7	-1	-2.2	-3.7	76	.2	.9	X	 								
2024-01-09	의왕(445)	-3.8	.7	-.4	-3	85	.4	1.1	X	 								
2024-01-09	포천(504)	-7.1	-.3	-2.1	-3.8	89	.6	2.4	X	 								
2024-01-09	가평조종(505)	-6.5	-1.7	-3.7	-5	91	.3	1.3	X	 								
2024-01-09	안성(516)	-6.2	1.5	-.6	-4.1	82	.7	2.7	X	 								
2024-01-09	간성(517)	-4.6	5.4	2	-2.7	56	1.8	3.8	X	 								
2024-01-09	평창(526)	-10.1	-1.9	-3.9	-9.1	75	.3	1.5	X	 								
2024-01-09	의정부(532)	-4.4	-.3	-1.9	-3.1	82	.5	1.4	X	 								
2024-01-09	횡성(536)	-7	-1.1	-2.5	-5.2	81	.4	1.5	X	 								
2024-01-09	고양(540)	-4.1	.9	-.6	-2.5	86			X	 								
2024-01-09	남양주(541)	-4.6	-.2	-1.5	-3	82	.6	1.5	X	 								
2024-01-09	안산(545)	-2.9	1	-.5	-3.9	84	.3	1.3	X	 								
2024-01-09	경기광주(546)	-7.6	-1.9	-3	-4.5	81	1	2.3	X	 								
2024-01-09	여주(548)	-6.5	-1.5	-2.6	-4.4	80	.5	1.4	X	 								
2024-01-09	용인(549)	-4.6	-.8	-2	-3.9	83	.4	1.6	X	 								
2024-01-09	오산(550)	-2.7	.9	-.3	-3.9	82	.6	1.7	X	 								
2024-01-09	평택(551)	-5.3	1.8	-.2	-3.1	83	.3	1.7	X	 								
2024-01-09	화천(555)	-8	-1.7	-3.1	-4.6	79	1	3.4	X	 								
2024-01-09	양구(556)	-8	-1.6	-2.9	-3.9	77	1	3.8	X	 								
2024-01-09	시흥(565)	-5.5	1.1	-.5	-3.8	89	.7	2.2	X	 								
2024-01-09	구리(569)	-4.8	-.4	-1.2	-2.5	78	1.1	2.1	X	 								
2024-01-09	화성(571)	-5.4	.9	-.2	-2.5	83	.9	2.8	X	 								
2024-01-09	성남(572)	-4.9	.6	-1	-2.6	71	.6	1.8	X	 								
2024-01-09	과천(590)	-3.4	.9	-.4	-2.7	89	.7	2	X	 								
2024-01-09	양주(598)	-7.6	-.4	-2.5	-5.3	88	.6	3.1	X	 								
2024-01-09	단양(601)	-9.4	-.9	-2.6	-8.2	82	.3	1	X	 								
2024-01-09	진천(602)	-6	.6	-.7	-4.3	75	.6	2.1	X	 								
2024-01-09	괴산(603)	-5.9	-.6	-2.4	-8.1	82	.1	.8	X	 								
2024-01-09	옥천(604)	-5.2	5.9	.2	-5.4	75	.3	1.9	X	 								
2024-01-09	홍북(608)								X	 								
2024-01-09	공주(612)	-3.4	5.8	.3	-3.9	78	.7	2.7	X	 								
2024-01-09	서천(614)	-5.9	5.6	1.3	-3	80	1.3	2.2	X	 								
2024-01-09	논산(615)	-6	5.9	1.1	-4.4	72	.8	2.4	X	 								
2024-01-09	당진(616)	-3.9	2	.3	-3.2	86	.5	1.6	X	 								
2024-01-09	청양(618)	-2.5	5.7	.7	-4.7	78	.5	2.1	X	 								
2024-01-09	음성(619)	-8.9	0	-2.2	-6.8	80	1.2	3	X	 								
2024-01-09	증평(623)	-3.8	.2	-1.1	-5.1	77	.1	1	X	 								
2024-01-09	태안(627)	-3.2	4	1.7	-.7	87	1.2	2.5	X	 								
2024-01-09	예산(628)	-7.4	3.3	.5	-4.5	84	1	2.4	X	 								
2024-01-09	아산(634)	-7.7	1.7	0	-3.8	81	.8	3.4	X	 								
2024-01-09	계룡(636)	-3.8	6.7	1	-6.4	79	1	3.7	X	 								
2024-01-09	연천청산(652)	-6.7	.1	-2.2	-5.2	86	.6	2.7	X	 								
2024-01-09	양양(670)	-6.4	5.8	3.1	-.5	53	3.3	7.5	X	 								
2024-01-09	무안(699)	-5.8	5	2	-2.6	78	2.4	4.6	X	 								
2024-01-09	무주(701)	-9.3	7.2	.6	-6.7	78	1	2.3	X	 								
2024-01-09	익산(702)	-5.7	7.2	1.9	-3	75	1.3	4.7	X	 								
2024-01-09	진안(703)	-7.7	4.5	-.2	-6.6	83	.9	4.3	X	 								
2024-01-09	담양(706)	-7.8	6.1	1.4	-4.2	82	1.4	3	X	 								
2024-01-09	구례(709)	-7.7	4.1	-.4	-6.2	82	.4	1.4	X	 								
2024-01-09	나주(710)	-7.1	5.2	1.3	-4.4	85	1.6	2.9	X	 								
2024-01-09	순천시(712)	-6.6	4.7	1.4	-4.2	79	1	2.5	X	관심								
2024-01-09	광양읍(713)	-4.5	5.4	1	-4.8	72	.4	1.2	X	 								
2024-01-09	장성(730)	-5.7	5.3	1.1	-4.2	80	.7	5.1	X	 								
2024-01-09	영암(731)	-5.2	6.1	1.2	-4.7	89	.8	2.4	X	 								
2024-01-09	보성(732)		3.6	-.2	-6.4	88	.3	2.1	X	관심								
2024-01-09	완주(734)	-7.4	7.4	2.3	-3.2	80	1.1	3.6	X	 								
2024-01-09	김제(737)	-6.1	6.9	2	-2.6	77	1.8	4	X	 								
2024-01-09	화순(741)	-7	6.9	1.4	-5.4	80	.6	1.9	X	 								
2024-01-09	함평(754)	-6.9	4.8	2	-3.3	80	2.1	3.4	X	 								
2024-01-09	곡성(768)	-8.3	3	-1.1	-6.5	85	.6	1.9	X	 								
2024-01-09	압해도(789)	-3.9	6.3	3.2	-1.9	82	1.8	5.7	X	 								
2024-01-09	영양(801)	-12.3	1.4	-3.1	-10.2	83	.8	2.4	X	 								
2024-01-09	성주(810)	-8.4	5.9	-.9	-8.3	65	.5	2.4	X	관심								
2024-01-09	고령(812)	-8.3	4.5	-1.6	-8.6	74	.8	3.6	X	관심								
2024-01-09	청도(813)	-11.5	4.9	-2	-8.7	71	.9	3	X	 								
2024-01-09	예천(815)	-9.1	-.5	-2.8	-7.7	79	.2	1.4	X	 								
2024-01-09	김천(822)	-9.8	4.6	-1.3	-8.8	66	.5	1.7	X	 								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	군위(823)	-11.2	4.6	-1.5	-8.5	73	1	3.2	X	관심								
2024-01-09	칠곡(825)	-7.8	4.8	-.1	-5.7	67	1.8	5.3	X	 								
2024-01-09	경산(827)	-7	6	.3	-5.6	60	.5	2	주의보	 								
2024-01-09	삼척(876)	-3.8	6.8	3.4	-1.6	53	1.4	3.4	X	 								
2024-01-09	속초(90)	-4.8	4.8	2.2	-.9	54.4	2.1	4.8	X	 								
2024-01-09	삼천포(907)	-5	4.5	1.5	-2.9	71	1.1	3.1	X	 								
2024-01-09	고성(918)	-8.1	4.9	.2	-6.7	76	.8	2.8	X	관심								
2024-01-09	창녕(919)	-9.2	4.9	-1	-7.3	71	.6	2.6	X	 								
2024-01-09	함안(920)	-11.1	3.5	-2.1	-8.4	77	.6	2	X	관심								
2024-01-09	북춘천(93)	-5.7	-1.6	-2.9	-4.5	78.4	.4	1.4	X	 								
2024-01-09	하동(932)	-6.5	5.4	.6	-5.1	73	.4	1.3	X	관심								
2024-01-09	철원(95)	-6.7	-.1	-2.9	-5.3	90.1	.6	3.1	X	 								
2024-01-09	동두천(98)	-5	-.5	-2.2	-3.8	87.3	.3	1.6	X	 								
2024-01-09	파주(99)	-6.3	-.2	-2.9	-5.8	89.4	.7	2.1	X	 								
2024-01-10	북강릉(104)	-2.5	5.4	2	-2	62.6	1.5	2.9	X	 								
2024-01-10	동해(106)	-2.5	6.7	3.4	0	63.3	2.6	5.7	X	 								
2024-01-10	서울(108)	-7.9	3.3	-1	-4.1	85.9	1.7	3	X	 								
2024-01-10	인천(112)	-8.7	1.5	-1.6	-4.1	85	2.3	4.3	X	 								
2024-01-10	원주(114)	-2.6	4.1	.3	-1.9	80.8	.6	1.9	X	 								
